2017-07-29 00:01:12,8.2,21.375,19.125,on
2017-07-29 00:06:12,8.2,21.312,19.0,on
2017-07-29 00:11:12,8.2,21.25,18.875,on
2017-07-29 00:16:13,8.2,21.187,18.812,on
2017-07-29 00:21:13,8.2,21.187,18.875,on
2017-07-29 00:26:13,8.2,21.125,18.687,on
2017-07-29 00:31:14,8.2,21.125,18.687,on
2017-07-29 00:36:14,8.2,21.062,18.687,on
2017-07-29 00:41:14,8.2,21.0,18.625,on
2017-07-29 00:46:15,8.2,20.937,18.5,on
2017-07-29 00:51:15,8.2,20.937,18.5,on
2017-07-29 00:56:15,8.2,20.875,18.5,on
2017-07-29 01:01:16,8.2,20.875,18.562,on
2017-07-29 01:06:16,8.2,20.875,18.625,on
2017-07-29 01:11:16,8.2,20.812,18.562,on
2017-07-29 01:16:17,8.2,20.75,18.562,on
2017-07-29 01:21:17,8.2,20.75,18.5,on
2017-07-29 01:26:17,8.2,20.75,18.437,on
2017-07-29 01:31:18,8.2,20.75,18.5,on
2017-07-29 01:36:18,8.2,20.687,18.5,on
2017-07-29 01:41:18,8.2,20.687,18.437,on
2017-07-29 01:46:19,8.2,20.625,18.25,on
2017-07-29 01:51:19,8.2,20.562,18.125,on
2017-07-29 01:56:19,8.2,20.562,18.125,on
2017-07-29 02:01:20,8.2,20.5,18.187,on
2017-07-29 02:06:20,8.2,20.5,18.187,on
2017-07-29 02:11:20,8.2,20.5,18.125,on
2017-07-29 02:16:21,8.2,20.437,18.0,on
2017-07-29 02:21:21,8.2,20.375,17.937,on
2017-07-29 02:26:21,8.2,20.312,17.875,on
2017-07-29 02:31:22,8.2,20.312,17.937,on
2017-07-29 02:36:22,8.2,20.312,18.0,on
2017-07-29 02:41:22,8.2,20.312,17.937,on
2017-07-29 02:46:23,8.2,20.187,17.875,on
2017-07-29 02:51:23,8.2,20.187,17.75,on
2017-07-29 02:56:23,8.2,20.125,17.625,on
2017-07-29 03:01:24,8.2,20.062,17.625,on
2017-07-29 03:06:24,8.2,20.062,17.687,on
2017-07-29 03:11:24,8.2,20.062,17.687,on
2017-07-29 03:16:25,8.2,20.0,17.625,on
2017-07-29 03:21:25,8.2,20.0,17.562,on
2017-07-29 03:26:25,8.2,19.937,17.5,on
2017-07-29 03:31:26,8.2,19.875,17.5,on
2017-07-29 03:36:26,8.2,19.875,17.5,on
2017-07-29 03:41:26,8.2,19.875,17.625,on
2017-07-29 03:46:26,8.2,19.875,17.687,on
2017-07-29 03:51:27,8.2,19.812,17.687,on
2017-07-29 03:56:27,8.2,19.812,17.75,on
2017-07-29 04:01:28,8.2,19.812,17.75,on
2017-07-29 04:06:28,8.2,19.75,17.687,on
2017-07-29 04:11:28,8.2,19.75,17.687,on
2017-07-29 04:16:29,8.2,19.75,17.687,on
2017-07-29 04:21:29,8.2,19.75,17.562,on
2017-07-29 04:26:30,8.2,19.625,17.562,on
2017-07-29 04:31:30,8.2,19.625,17.5,on
2017-07-29 04:36:31,8.2,19.625,17.437,on
2017-07-29 04:41:31,8.2,19.625,17.437,on
2017-07-29 04:46:31,8.2,19.562,17.625,on
2017-07-29 04:51:32,8.2,19.562,17.562,on
2017-07-29 04:56:33,8.2,19.562,17.562,on
2017-07-29 05:01:33,8.2,19.562,17.562,on
2017-07-29 05:06:33,8.2,19.562,17.562,on
2017-07-29 05:11:34,8.2,19.562,17.562,on
2017-07-29 05:16:34,8.2,19.5,17.562,on
